secondary_study_accession	sample_accession	secondary_sample_accession	run_accession	submission_accession	fastq_md5	fastq_ftp	submitted_ftp
ERP109205	SAMEA3734166	ERS1041315	ERR1561595	ERA686808	2ebaacdc1856cdfd04c772b74af35bc7;42a1654dd1b8167309d40392025ac5fb	ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/005/ERR1561595/ERR1561595_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/005/ERR1561595/ERR1561595_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR1561595/19883_1#74.cram
ERP109205	SAMEA3734167	ERS1041316	ERR1561596	ERA686808	dc584a5638f57c9edd73f687a4e2eea5;8df08d2e35abf5913faa86d2c552eb0c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/006/ERR1561596/ERR1561596_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/006/ERR1561596/ERR1561596_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR1561596/19883_1#75.cram
ERP109205	SAMEA3734168	ERS1041317	ERR1561597	ERA686808	2ac1c96ffd323dc9bcb8807adb34cf84;c70da46384a9285faf4bd0635fdb5fd8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/007/ERR1561597/ERR1561597_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/007/ERR1561597/ERR1561597_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR1561597/19883_1#76.cram
ERP109205	SAMEA3734169	ERS1041318	ERR1561598	ERA686808	9a1edcddb5b9658ea86d5c50b2b2cf99;621d4afa913214576d43825537d515f8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/008/ERR1561598/ERR1561598_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/008/ERR1561598/ERR1561598_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR1561598/19883_1#77.cram
ERP109205	SAMEA3734170	ERS1041319	ERR1561599	ERA686808	b62a6654be23c8ea6541b10a5e0997d5;2f4aac68ac62d03ef6c0abbafb4b9bbb	ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/009/ERR1561599/ERR1561599_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/009/ERR1561599/ERR1561599_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR1561599/19883_1#78.cram
ERP109205	SAMEA3734171	ERS1041320	ERR1561600	ERA686808	369c9d217bd2a08d468a77b2d7529d20;b4b909e36534c9f089737c0ff92a7be8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/000/ERR1561600/ERR1561600_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/000/ERR1561600/ERR1561600_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR1561600/19883_1#79.cram
ERP109205	SAMEA3734172	ERS1041321	ERR1561601	ERA686808	d2601ecc6e22f38b8254154ee4ea27f3;43139c67718c081c8dad2a0e65a5f567	ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/001/ERR1561601/ERR1561601_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/001/ERR1561601/ERR1561601_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR1561601/19883_1#80.cram
ERP109205	SAMEA3734173	ERS1041322	ERR1561602	ERA686808	867d0ac628fff8d732ea5851f5fb4c99;3e3f6312ecca2291c8835766893237ba	ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/002/ERR1561602/ERR1561602_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/002/ERR1561602/ERR1561602_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR1561602/19883_1#81.cram
ERP109205	SAMEA3734174	ERS1041323	ERR1561603	ERA686808	fda771593e2024198bd99a61073237a7;f29bca931d658f6f92b505a26180a5a1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/003/ERR1561603/ERR1561603_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/003/ERR1561603/ERR1561603_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR1561603/19883_1#82.cram
ERP109205	SAMEA3734175	ERS1041324	ERR1561604	ERA686808	95136d19d6156c5aeb174e284eede8ae;151e947f33abaa6118df42ad62ab7998	ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/004/ERR1561604/ERR1561604_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/004/ERR1561604/ERR1561604_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR1561604/19883_1#83.cram
ERP109205	SAMEA3734176	ERS1041325	ERR1561605	ERA686808	0df398af4197fa3a10ac8a6d55a9bcc9;e65fcb4243d63014b36009240f5f4207	ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/005/ERR1561605/ERR1561605_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/005/ERR1561605/ERR1561605_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR1561605/19883_1#84.cram
ERP109205	SAMEA3734177	ERS1041326	ERR1561606	ERA686808	61c8beda20c0b1103dbc4832ef467685;9d765168c8c53d8885495507cfe030cf	ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/006/ERR1561606/ERR1561606_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/006/ERR1561606/ERR1561606_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR1561606/19883_1#85.cram
ERP109205	SAMEA3734178	ERS1041327	ERR1561607	ERA686808	be8060595c1c08959aee574086c71437;0bb001686d040bbca579061876466b29	ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/007/ERR1561607/ERR1561607_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/007/ERR1561607/ERR1561607_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR1561607/19883_1#86.cram
ERP109205	SAMEA3734179	ERS1041328	ERR1561608	ERA686808	6683d0536374bf2f216b9c74ded1eb82;006a774b498970c04702ab74d88e6213	ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/008/ERR1561608/ERR1561608_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/008/ERR1561608/ERR1561608_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR1561608/19883_1#87.cram
ERP109205	SAMEA3734180	ERS1041329	ERR1561609	ERA686808	bb7d24993af275e7809b7cb232aac286;edcb944b4a957951e6db9a3be8e16f28	ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/009/ERR1561609/ERR1561609_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/009/ERR1561609/ERR1561609_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR1561609/19883_1#88.cram
ERP109205	SAMEA3734181	ERS1041330	ERR1561610	ERA686808	2da6e95474d2fecca03e5578782dfd3d;a53df9c76f0b4790afb3d0ceecfd664a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/000/ERR1561610/ERR1561610_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/000/ERR1561610/ERR1561610_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR1561610/19883_1#89.cram
ERP109205	SAMEA3734182	ERS1041331	ERR1561611	ERA686808	cbc52d26d7c5b16b83117406689d6b2d;f107c0e60479399fddc76ea933874ac4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/001/ERR1561611/ERR1561611_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/001/ERR1561611/ERR1561611_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR1561611/19883_1#90.cram
ERP109205	SAMEA3734183	ERS1041332	ERR1561612	ERA686808	33e2527cf2fddc4f0507e9d9c70cc24c;58a00e7d03961d84eb1a547b158fcc91	ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/002/ERR1561612/ERR1561612_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/002/ERR1561612/ERR1561612_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR1561612/19883_1#91.cram
ERP109205	SAMEA3645597	ERS952746	ERR1561613	ERA686809	e7a245764b122895b0fb7fe4c1f3a759;7abd80ea215f946ec9104f3fce6e8cf3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/003/ERR1561613/ERR1561613_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/003/ERR1561613/ERR1561613_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR1561613/19883_7#1.cram
ERP109205	SAMEA3645598	ERS952747	ERR1561614	ERA686809	8f06d726189a74edcfc9df5e2e34b35d;229dc75f08dfab42d1f59748135766b0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/004/ERR1561614/ERR1561614_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/004/ERR1561614/ERR1561614_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR1561614/19883_7#2.cram
ERP109205	SAMEA3645599	ERS952748	ERR1561615	ERA686809	8f9cc8732a3539b0d08add1bc3ed2e24;5a5d877a0370c77c4d2539758c4afc36	ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/005/ERR1561615/ERR1561615_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/005/ERR1561615/ERR1561615_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR1561615/19883_7#3.cram
ERP109205	SAMEA3645600	ERS952749	ERR1561616	ERA686809	8f5ff39039bb7401ccb3d833013ad7b8;1c470e17b692598684d273a5a3d9e6ff	ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/006/ERR1561616/ERR1561616_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/006/ERR1561616/ERR1561616_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR1561616/19883_7#4.cram
ERP109205	SAMEA3645601	ERS952750	ERR1561617	ERA686809	6ea64c747d5c09ec80232980885fe2b1;54348b7a7484fb0244cf0b0c79f6c412	ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/007/ERR1561617/ERR1561617_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/007/ERR1561617/ERR1561617_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR1561617/19883_7#5.cram
ERP109205	SAMEA3645602	ERS952751	ERR1561618	ERA686809	3a248d6d3c532eccef5a13138a9ad58f;1944f903237795415c32db24eda9d41c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/008/ERR1561618/ERR1561618_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/008/ERR1561618/ERR1561618_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR1561618/19883_7#6.cram
ERP109205	SAMEA3645603	ERS952752	ERR1561619	ERA686809	125132e9155174a9c79b2028656a95ac;2bd7e4e9da3b2fd396239b5f949607bc	ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/009/ERR1561619/ERR1561619_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/009/ERR1561619/ERR1561619_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR1561619/19883_7#7.cram
ERP109205	SAMEA3645604	ERS952753	ERR1561620	ERA686809	edbb0032e742c4aa2cfdceb0fe9bde59;ebcdaa276c145e3e1788534728bf86e6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/000/ERR1561620/ERR1561620_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/000/ERR1561620/ERR1561620_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR1561620/19883_7#8.cram
ERP109205	SAMEA3645605	ERS952754	ERR1561621	ERA686809	bdae090b1738c4331d22d0c8c1172d8a;35bc6be90b90d0263a2ca16aa7315cff	ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/001/ERR1561621/ERR1561621_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/001/ERR1561621/ERR1561621_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR1561621/19883_7#9.cram
ERP109205	SAMEA3645606	ERS952755	ERR1561622	ERA686809	e209e61cc1e4af3363f890dde937bd09;9fdba7c2e1ae03f9176e83df53655d61	ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/002/ERR1561622/ERR1561622_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/002/ERR1561622/ERR1561622_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR1561622/19883_7#10.cram
ERP109205	SAMEA3645607	ERS952756	ERR1561623	ERA686809	91c80e276b4e6f630d5e6435e219d358;bafa10afb57a9dfb5bf1411b7d3f3ab0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/003/ERR1561623/ERR1561623_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/003/ERR1561623/ERR1561623_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR1561623/19883_7#11.cram
ERP109205	SAMEA3645608	ERS952757	ERR1561624	ERA686809	10d693477b52489332192a08380d2e41;0ccdc1f7659dc95ccaeb325aab1188e9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/004/ERR1561624/ERR1561624_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/004/ERR1561624/ERR1561624_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR1561624/19883_7#12.cram
ERP109205	SAMEA3645609	ERS952758	ERR1561625	ERA686809	01175fc6c02583e09fbfe5ad45c72e60;acbe5edb7a64421b63a224e3d122808b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/005/ERR1561625/ERR1561625_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/005/ERR1561625/ERR1561625_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR1561625/19883_7#13.cram
ERP109205	SAMEA3645610	ERS952759	ERR1561626	ERA686809	6ef4d6531e466e6b6819020ad0a34dc9;c2e471e7e92f1937551fe05e5bd08768	ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/006/ERR1561626/ERR1561626_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/006/ERR1561626/ERR1561626_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR1561626/19883_7#14.cram
ERP109205	SAMEA3645611	ERS952760	ERR1561627	ERA686809	95e9e90319a8b1d19737fc706eab22f5;982559076156cf5f731f15958a7c05bb	ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/007/ERR1561627/ERR1561627_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/007/ERR1561627/ERR1561627_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR1561627/19883_7#15.cram
ERP109205	SAMEA3645612	ERS952761	ERR1561628	ERA686809	51408022e6b9703434b4b44737339d35;448007991897f12064ba062d63409a63	ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/008/ERR1561628/ERR1561628_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/008/ERR1561628/ERR1561628_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR1561628/19883_7#16.cram
ERP109205	SAMEA3645613	ERS952762	ERR1561629	ERA686809	467e48a498694842b47105632e0db299;8b2965264ba12d1a961512a805654777	ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/009/ERR1561629/ERR1561629_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/009/ERR1561629/ERR1561629_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR1561629/19883_7#17.cram
ERP109205	SAMEA3645614	ERS952763	ERR1561630	ERA686809	0d5a07b507f5f73c3eba76983d5cfb4c;f835c4b8ab3cd487b3e7a65588dfdcd1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/000/ERR1561630/ERR1561630_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/000/ERR1561630/ERR1561630_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR1561630/19883_7#18.cram
ERP109205	SAMEA3645615	ERS952764	ERR1561631	ERA686809	f721e482742aa4915822f23366cbffaa;cf3c2977d1d691f0911e5d32de15283b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/001/ERR1561631/ERR1561631_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/001/ERR1561631/ERR1561631_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR1561631/19883_7#19.cram
ERP109205	SAMEA3645616	ERS952765	ERR1561632	ERA686809	424835fc501ca10793b78ce481f46317;6d7e6fc6beba263dfe6b43f1499056ca	ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/002/ERR1561632/ERR1561632_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/002/ERR1561632/ERR1561632_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR1561632/19883_7#20.cram
ERP109205	SAMEA3645617	ERS952766	ERR1561633	ERA686809	bfd74e40d19635d847ef2b8ec388e335;cd2e2b91871f5414ca4b7929c3fd3463	ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/003/ERR1561633/ERR1561633_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/003/ERR1561633/ERR1561633_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR1561633/19883_7#21.cram
ERP109205	SAMEA3645618	ERS952767	ERR1561634	ERA686809	b0d1e25088ddca12aa029211f2b8e750;3d42e1b24c25b7e2dc35b489240858f7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/004/ERR1561634/ERR1561634_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/004/ERR1561634/ERR1561634_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR1561634/19883_7#22.cram
ERP109205	SAMEA3645619	ERS952768	ERR1561635	ERA686809	3770e265938094e384a396cbc80afddf;675785a5756a21c71c76ba6c7dd8eaf0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/005/ERR1561635/ERR1561635_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/005/ERR1561635/ERR1561635_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR1561635/19883_7#23.cram
ERP109205	SAMEA3645620	ERS952769	ERR1561636	ERA686809	20b2e97c4ddcf49695e1ce99f06dcb37;5e32ff195519614995f5dbf6c9406c46	ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/006/ERR1561636/ERR1561636_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/006/ERR1561636/ERR1561636_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR1561636/19883_7#24.cram
ERP109205	SAMEA3645621	ERS952770	ERR1561637	ERA686809	7bb8ae8658b62022cd47a1b9c5cd7648;c58dfb37d7b5a2aea7f2dbabf7aa9991	ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/007/ERR1561637/ERR1561637_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/007/ERR1561637/ERR1561637_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR1561637/19883_7#25.cram
ERP109205	SAMEA3645622	ERS952771	ERR1561638	ERA686809	32f50229022d512352228ae449fd014f;57ac8cdb3bd111781514bc3208d66dc5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/008/ERR1561638/ERR1561638_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/008/ERR1561638/ERR1561638_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR1561638/19883_7#26.cram
ERP109205	SAMEA3645623	ERS952772	ERR1561639	ERA686809	c7add2e2223362cefa7223cda64f7d52;eb07cef82b3949e0aa7c758f7282171c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/009/ERR1561639/ERR1561639_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/009/ERR1561639/ERR1561639_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR1561639/19883_7#27.cram
ERP109205	SAMEA3645624	ERS952773	ERR1561640	ERA686809	e9ee4d4e6d687a05d0f8706c16848a8c;61584adb96ad97153f3b0600c1244532	ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/000/ERR1561640/ERR1561640_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/000/ERR1561640/ERR1561640_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR1561640/19883_7#28.cram
ERP109205	SAMEA3645625	ERS952774	ERR1561641	ERA686809	0f31dfe6fbec2c1ccdd13ebba27ec94f;c8c3fe43d919e7054c940c72641488f5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/001/ERR1561641/ERR1561641_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/001/ERR1561641/ERR1561641_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR1561641/19883_7#29.cram
ERP109205	SAMEA3645626	ERS952775	ERR1561642	ERA686809	8202cc1c9a78578a9555ffad904db758;c61e792e428d964ec770b4aec4ef411f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/002/ERR1561642/ERR1561642_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/002/ERR1561642/ERR1561642_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR1561642/19883_7#30.cram
ERP109205	SAMEA3645627	ERS952776	ERR1561643	ERA686809	d0ba14ee5f801c40aca454a0eb594ab8;8c5304bc89e2ac30a94dadca8a01d968	ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/003/ERR1561643/ERR1561643_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/003/ERR1561643/ERR1561643_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR1561643/19883_7#31.cram
ERP109205	SAMEA3645628	ERS952777	ERR1561644	ERA686809	054d35b74695b6251aeb46874634cbfd;cdc7dcd3229d42013c69f2b87a45cfb1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/004/ERR1561644/ERR1561644_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/004/ERR1561644/ERR1561644_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR1561644/19883_7#32.cram
ERP109205	SAMEA3645629	ERS952778	ERR1561645	ERA686809	6e5b77dc8ecaa1a46d2e032aba47def8;a6eeea8f9c3ff35e2e9bef59721e4d72	ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/005/ERR1561645/ERR1561645_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/005/ERR1561645/ERR1561645_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR1561645/19883_7#33.cram
ERP109205	SAMEA3645630	ERS952779	ERR1561646	ERA686809	ce4ead127adfb196dcfab622a6233921;566b80364382621b2d608b25365a9b83	ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/006/ERR1561646/ERR1561646_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/006/ERR1561646/ERR1561646_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR1561646/19883_7#34.cram
ERP109205	SAMEA3645632	ERS952781	ERR1561647	ERA686809	b268aef5b13c6c6203b62237dd43392c;10e51e3cdc5e7c4e01c9480c9ea8e695	ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/007/ERR1561647/ERR1561647_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/007/ERR1561647/ERR1561647_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR1561647/19883_7#35.cram
ERP109205	SAMEA3645633	ERS952782	ERR1561648	ERA686809	6ce3a7cc376cebb244cb832555722925;3f869366cfb438ba5ea5bfecf27aece8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/008/ERR1561648/ERR1561648_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/008/ERR1561648/ERR1561648_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR1561648/19883_7#36.cram
ERP109205	SAMEA3645634	ERS952783	ERR1561649	ERA686809	c21ad2b9a33952f9ff96d09f2d299599;315a1ffe8fe9697baeaa3df1a51670dd	ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/009/ERR1561649/ERR1561649_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/009/ERR1561649/ERR1561649_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR1561649/19883_7#37.cram
ERP109205	SAMEA3645635	ERS952784	ERR1561650	ERA686809	cd04e7f78a80cb3747faa36d7c9fcb10;9b31444647e154a939b76128d0ce4c75	ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/000/ERR1561650/ERR1561650_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/000/ERR1561650/ERR1561650_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR1561650/19883_7#38.cram
ERP109205	SAMEA3645636	ERS952785	ERR1561651	ERA686809	a2ce45e264bf283cc765963c9d3ea920;25872f5aa77adb436993db2c6312b5a8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/001/ERR1561651/ERR1561651_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/001/ERR1561651/ERR1561651_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR1561651/19883_7#39.cram
ERP109205	SAMEA3645637	ERS952786	ERR1561652	ERA686809	e0da61e8cd85f575496f12075a972720;11b7daad1ffcde6034772781e7c5fd0c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/002/ERR1561652/ERR1561652_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/002/ERR1561652/ERR1561652_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR1561652/19883_7#40.cram
ERP109205	SAMEA3645638	ERS952787	ERR1561653	ERA686809	ce45375a300bd52bc9c6a2725b5b89d8;485b98e9d6f8f0bcb3de5282f442aa2b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/003/ERR1561653/ERR1561653_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/003/ERR1561653/ERR1561653_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR1561653/19883_7#41.cram
