secondary_study_accession	sample_accession	secondary_sample_accession	run_accession	submission_accession	fastq_md5	fastq_ftp	submitted_ftp
ERP109205	SAMEA3531142	ERS838291	ERR1334803	ERA587837	05d3fae63dec3cf87129f97588698a07;84ccae33ae9806b1bcb13d98c2789a4e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/003/ERR1334803/ERR1334803_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/003/ERR1334803/ERR1334803_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR1334803/18596_1#60.cram
ERP109205	SAMEA3531143	ERS838292	ERR1334804	ERA587837	12187963f290cde02ee7290b00461c73;009ce6733feaf649e71a9769bc42c4a2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/004/ERR1334804/ERR1334804_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/004/ERR1334804/ERR1334804_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR1334804/18596_1#61.cram
ERP109205	SAMEA3531144	ERS838293	ERR1334805	ERA587837	ce76c1952da0518ec4fc6339dc86b63c;62c53333b16a6d396e976028e9f8e743	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/005/ERR1334805/ERR1334805_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/005/ERR1334805/ERR1334805_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR1334805/18596_1#62.cram
ERP109205	SAMEA3531145	ERS838294	ERR1334806	ERA587837	399f4bca2e3299e068b30c48c019601f;e3c156edf3dd6fa614fe8347bf9793b2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/006/ERR1334806/ERR1334806_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/006/ERR1334806/ERR1334806_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR1334806/18596_1#63.cram
ERP109205	SAMEA3531146	ERS838295	ERR1334807	ERA587837	29a6a12e3aa19fa48be9285beea3cf34;2f6a76921cf03e5abd46de0d75487c03	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/007/ERR1334807/ERR1334807_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/007/ERR1334807/ERR1334807_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR1334807/18596_1#64.cram
ERP109205	SAMEA3531147	ERS838296	ERR1334808	ERA587837	765503483baa00b7ed5c62c716116d86;2f9c00667a513ef050e6e0f27baac365	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/008/ERR1334808/ERR1334808_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/008/ERR1334808/ERR1334808_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR1334808/18596_1#65.cram
ERP109205	SAMEA3531148	ERS838297	ERR1334809	ERA587837	d0d5c9590413ff7ca7a3d79ccaae2048;57392811a5e44a88d0f7e086527bf78b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/009/ERR1334809/ERR1334809_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/009/ERR1334809/ERR1334809_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR1334809/18596_1#66.cram
ERP109205	SAMEA3531149	ERS838298	ERR1334810	ERA587837	09674254ce17e4ba3d647bd17170c161;7fc8474871942f2644b909e87dc3e3fe	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/000/ERR1334810/ERR1334810_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/000/ERR1334810/ERR1334810_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR1334810/18596_1#67.cram
ERP109205	SAMEA3531150	ERS838299	ERR1334811	ERA587837	c0762a5c81102b7cec702fe9d396e1bd;5fc209eeb6dcef5dc994ddc9da295d2c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/001/ERR1334811/ERR1334811_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/001/ERR1334811/ERR1334811_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR1334811/18596_1#68.cram
ERP109205	SAMEA3531151	ERS838300	ERR1334812	ERA587837	9ef96c01d66caad688382470c8197c5b;e1023d79ac46eeeb56a80ddf23a2d412	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/002/ERR1334812/ERR1334812_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/002/ERR1334812/ERR1334812_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR1334812/18596_1#69.cram
ERP109205	SAMEA3531152	ERS838301	ERR1334813	ERA587837	d8ddbea141e98d54dde69c6af457a4ed;eb2f2e8a123f943736216843f3f2426e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/003/ERR1334813/ERR1334813_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/003/ERR1334813/ERR1334813_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR1334813/18596_1#70.cram
ERP109205	SAMEA3531153	ERS838302	ERR1334814	ERA587837	70c9bbe57187f33cf0d8f7d0a1fc1a42;79a2a82843a7f21713c7f22745a3746a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/004/ERR1334814/ERR1334814_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/004/ERR1334814/ERR1334814_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR1334814/18596_1#71.cram
ERP109205	SAMEA3531154	ERS838303	ERR1334815	ERA587837	49860d83e9df35fefab9e1bf8260df20;06aeee67ad6d5ee83f4814ad9cc0691b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/005/ERR1334815/ERR1334815_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/005/ERR1334815/ERR1334815_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR1334815/18596_1#72.cram
ERP109205	SAMEA3531155	ERS838304	ERR1334816	ERA587837	5b788beeef6b31263f7eaa6f944f0b3b;890379cbdc009f8ef05f1cd5c631fe97	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/006/ERR1334816/ERR1334816_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/006/ERR1334816/ERR1334816_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR1334816/18596_1#73.cram
ERP109205	SAMEA3531156	ERS838305	ERR1334817	ERA587837	4b90455331cccf140384abdf37e752d2;363533a3adf04feac2129c7ba0bbdd0f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/007/ERR1334817/ERR1334817_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/007/ERR1334817/ERR1334817_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR1334817/18596_1#74.cram
ERP109205	SAMEA3531157	ERS838306	ERR1334818	ERA587837	3946a875e14786b8fdb67ca74a701bb9;55522007a0c5aaf8445c3481eaa3ea47	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/008/ERR1334818/ERR1334818_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/008/ERR1334818/ERR1334818_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR1334818/18596_1#75.cram
ERP109205	SAMEA3531158	ERS838307	ERR1334819	ERA587837	6cdd680c5ed9f0f1c87fcca12463b89c;afad316f30da020c67fba16f6da1ab00	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/009/ERR1334819/ERR1334819_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/009/ERR1334819/ERR1334819_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR1334819/18596_1#76.cram
ERP109205	SAMEA3531159	ERS838308	ERR1334820	ERA587837	259912dc5cc916e57540131df23bc29e;a4050be17ccb105a73e30c27aff1f859	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/000/ERR1334820/ERR1334820_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/000/ERR1334820/ERR1334820_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR1334820/18596_1#77.cram
ERP109205	SAMEA3531160	ERS838309	ERR1334821	ERA587837	1511d6332044536e1973131b4f1797dd;b74d46fcd87e49e61438245aefd6a95a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/001/ERR1334821/ERR1334821_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/001/ERR1334821/ERR1334821_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR1334821/18596_1#78.cram
ERP109205	SAMEA3531161	ERS838310	ERR1334822	ERA587837	b5354bf0b8e555d7f32bdb86791e6ece;f6b518121d560535aa27dd5a1c5ec958	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/002/ERR1334822/ERR1334822_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/002/ERR1334822/ERR1334822_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR1334822/18596_1#79.cram
ERP109205	SAMEA3531162	ERS838311	ERR1334823	ERA587837	739e965115aa3f1368198719419cfbd1;295dc9f0959e114e931d010eef137ef8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/003/ERR1334823/ERR1334823_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/003/ERR1334823/ERR1334823_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR1334823/18596_1#80.cram
ERP109205	SAMEA3531163	ERS838312	ERR1334824	ERA587837	6f29aa80e016cc2da3fc96e46ae82b66;03ca0eed8b5e31d3eeeb2b463fea636e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/004/ERR1334824/ERR1334824_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/004/ERR1334824/ERR1334824_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR1334824/18596_1#81.cram
ERP109205	SAMEA3531164	ERS838313	ERR1334825	ERA587837	b642c14b04fe6e24cad4e07672c27db5;2599228e7ae3fbbb8bce99903f94b801	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/005/ERR1334825/ERR1334825_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/005/ERR1334825/ERR1334825_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR1334825/18596_1#82.cram
ERP109205	SAMEA3531165	ERS838314	ERR1334826	ERA587837	3b5d59d112c5c3ca102bb73f0c710326;5631db3f558901d04f1a9d422eee18f4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/006/ERR1334826/ERR1334826_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/006/ERR1334826/ERR1334826_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR1334826/18596_1#83.cram
ERP109205	SAMEA3531166	ERS838315	ERR1334827	ERA587837	56dacf006d114e3f30811dec9917c132;31f8cbee28f0714c904b4c9909534eb6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/007/ERR1334827/ERR1334827_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/007/ERR1334827/ERR1334827_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR1334827/18596_1#84.cram
ERP109205	SAMEA3531167	ERS838316	ERR1334828	ERA587837	6eee7e19f7229447802f71444a0bd0a2;5e28be11f04a3888a350406ee430dbf7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/008/ERR1334828/ERR1334828_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/008/ERR1334828/ERR1334828_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR1334828/18596_1#85.cram
ERP109205	SAMEA3531168	ERS838317	ERR1334829	ERA587837	9286042da8203c2aab561941bc374e20;f5d831c4a42ec1a53292821e7760ae50	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/009/ERR1334829/ERR1334829_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/009/ERR1334829/ERR1334829_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR1334829/18596_1#86.cram
ERP109205	SAMEA3531169	ERS838318	ERR1334830	ERA587837	59fe883ef35dc1407650edb1a19334f8;0e1c2ab76fffea0884df15022b3baf4c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/000/ERR1334830/ERR1334830_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/000/ERR1334830/ERR1334830_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR1334830/18596_1#87.cram
ERP109205	SAMEA3531170	ERS838319	ERR1334831	ERA587837	07a1ee19a23cc86abea9a20dac4965b6;2efd9dbc285183d6dab1c942de93c057	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/001/ERR1334831/ERR1334831_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/001/ERR1334831/ERR1334831_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR1334831/18596_1#88.cram
ERP109205	SAMEA3531171	ERS838320	ERR1334832	ERA587837	0d5e865ed0ec7a5efe941973a4d578f1;2412de82034ae445c37a8c08db0b356c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/002/ERR1334832/ERR1334832_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/002/ERR1334832/ERR1334832_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR1334832/18596_1#89.cram
ERP109205	SAMEA3531172	ERS838321	ERR1334833	ERA587837	be16d7e333fec17c0d638da053e901fa;165e3a78718a1c39ec6d0c3cc9f53f34	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/003/ERR1334833/ERR1334833_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/003/ERR1334833/ERR1334833_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR1334833/18596_1#90.cram
ERP109205	SAMEA3531173	ERS838322	ERR1334834	ERA587837	63bb7dd15bede8fa5cfa1ff97f47d486;4ed6c0aa88e663ea1cd5567bc39cceb2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/004/ERR1334834/ERR1334834_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/004/ERR1334834/ERR1334834_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR1334834/18596_1#91.cram
ERP109205	SAMEA3531174	ERS838323	ERR1334835	ERA587837	53106eb699f9e8b48ac9507b2b7e6688;5596af5d8cb0b1a235c17aaa72b6fd68	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/005/ERR1334835/ERR1334835_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/005/ERR1334835/ERR1334835_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR1334835/18596_1#92.cram
ERP109205	SAMEA3531175	ERS838324	ERR1334836	ERA587837	4abf36091d18cee12d65c07e2b6fd6b5;5467199a9c5e2f786260b243c6bb1d9f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/006/ERR1334836/ERR1334836_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/006/ERR1334836/ERR1334836_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR1334836/18596_1#93.cram
ERP109205	SAMEA3531176	ERS838325	ERR1334837	ERA587837	60b9a690e29d1f080a3fd441b1342761;7f2765bc621e92587f54295dedee582f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/007/ERR1334837/ERR1334837_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/007/ERR1334837/ERR1334837_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR1334837/18596_1#94.cram
ERP109205	SAMEA3531177	ERS838326	ERR1334838	ERA587837	9ad6abb561b927ee778d6a797a71dc8d;eb15af57879fdfdd17bc6bafa6d2553f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/008/ERR1334838/ERR1334838_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/008/ERR1334838/ERR1334838_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR1334838/18596_1#95.cram
ERP109205	SAMEA3531178	ERS838327	ERR1334839	ERA587837	888cd45d3490c1bca1d076f31636f87f;aea807fbe8ee768deb8fa5c1c5b661d2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/009/ERR1334839/ERR1334839_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/009/ERR1334839/ERR1334839_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR1334839/18596_1#96.cram
ERP109205	SAMEA3531179	ERS838328	ERR1375049	ERA610023	13ff99f8b4d25c380fa982baa39c81a4;6aa3744635cd1d20c1ef4f45981cab7d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/009/ERR1375049/ERR1375049_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/009/ERR1375049/ERR1375049_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR1375049/18874_1#1.cram
ERP109205	SAMEA3531180	ERS838329	ERR1375050	ERA610023	dd17e102c4fb83ec8514900fdfc28734;bdab6e62dfb4ef3ea4e8bd1faa890ccd	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/000/ERR1375050/ERR1375050_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/000/ERR1375050/ERR1375050_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR1375050/18874_1#2.cram
ERP109205	SAMEA3531181	ERS838330	ERR1375051	ERA610023	4616b78f1fd852d87239630d867a0077;62e245861526793050ddf17906c25926	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/001/ERR1375051/ERR1375051_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/001/ERR1375051/ERR1375051_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR1375051/18874_1#3.cram
ERP109205	SAMEA3531183	ERS838332	ERR1375052	ERA610023	f80148d7859604072834e7e4114b87ed;343a26a6d0657e737ece7ea71c6b6981	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/002/ERR1375052/ERR1375052_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/002/ERR1375052/ERR1375052_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR1375052/18874_1#4.cram
ERP109205	SAMEA3531184	ERS838333	ERR1375053	ERA610023	fb8614aa45dae0c0078850674364e27b;296fff1aff96eea9dcfaa8d1affe7a08	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/003/ERR1375053/ERR1375053_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/003/ERR1375053/ERR1375053_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR1375053/18874_1#5.cram
ERP109205	SAMEA3531185	ERS838334	ERR1375054	ERA610023	311bf05371aab4716e3fde154cab2044;542157135231c79e41357e51e5e03cff	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/004/ERR1375054/ERR1375054_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/004/ERR1375054/ERR1375054_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR1375054/18874_1#6.cram
ERP109205	SAMEA3531186	ERS838335	ERR1375055	ERA610023	60cd3ea2ef9b8b175b60d7fb643f2d77;10e9b98af6780be93a74a2b6040f3c05	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/005/ERR1375055/ERR1375055_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/005/ERR1375055/ERR1375055_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR1375055/18874_1#7.cram
ERP109205	SAMEA3531188	ERS838337	ERR1375056	ERA610023	eb0af3ccf3b1dc94dcd39fc548f412be;7164449ad22ccf228a49fe9699cba9b9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/006/ERR1375056/ERR1375056_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/006/ERR1375056/ERR1375056_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR1375056/18874_1#8.cram
ERP109205	SAMEA3531189	ERS838338	ERR1375057	ERA610023	b4f08e7a0f08d8fb6a08fc78464aac25;ea6191f2b070e22d26baecb6c0296197	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/007/ERR1375057/ERR1375057_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/007/ERR1375057/ERR1375057_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR1375057/18874_1#9.cram
ERP109205	SAMEA3531190	ERS838339	ERR1375058	ERA610023	43676e50d825dfd53aa78ec4f399b30b;cb0ae5e42d23a2a13cdabe67d3bbba29	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/008/ERR1375058/ERR1375058_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/008/ERR1375058/ERR1375058_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR1375058/18874_1#10.cram
ERP109205	SAMEA3531191	ERS838340	ERR1375059	ERA610023	7259116f46fcaf36a55233c88af879e1;132eb84cb3868de6535ee97b24c8790b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/009/ERR1375059/ERR1375059_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/009/ERR1375059/ERR1375059_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR1375059/18874_1#11.cram
ERP109205	SAMEA3531192	ERS838341	ERR1375060	ERA610023	2bc6c06c26fd2238b6fcb63155e8eda9;b1139b68318ac6de60c516e9d5b2863f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/000/ERR1375060/ERR1375060_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/000/ERR1375060/ERR1375060_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR1375060/18874_1#12.cram
ERP109205	SAMEA3531193	ERS838342	ERR1375061	ERA610023	19d72e32f1d64f47b3bc88fb2376468d;2e5624d8edd8e4b56576a6c97d0e5af6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/001/ERR1375061/ERR1375061_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/001/ERR1375061/ERR1375061_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR1375061/18874_1#13.cram
ERP109205	SAMEA3531195	ERS838344	ERR1375062	ERA610023	c1d572c7bdb31184b6e0bb69396fca69;65e30434c2deb528fd19551060afbc8e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/002/ERR1375062/ERR1375062_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/002/ERR1375062/ERR1375062_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR1375062/18874_1#14.cram
ERP109205	SAMEA3531196	ERS838345	ERR1375063	ERA610023	927a986f65a675f0a92cbea7032f45ce;4238b78963e4c7ad4f2d1b1d87c5d2f2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/003/ERR1375063/ERR1375063_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/003/ERR1375063/ERR1375063_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR1375063/18874_1#15.cram
ERP109205	SAMEA3531197	ERS838346	ERR1375064	ERA610023	528fd7f43415c9fe6bc0876e1bcaab7b;52706f827be2d5bfb8a58de7306c01cf	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/004/ERR1375064/ERR1375064_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/004/ERR1375064/ERR1375064_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR1375064/18874_1#16.cram
ERP109205	SAMEA3531198	ERS838347	ERR1375065	ERA610023	c3c25d0cb82a620f42c6357840815b39;20d172b54962e0fef32e1910dd10dbb5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/005/ERR1375065/ERR1375065_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/005/ERR1375065/ERR1375065_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR1375065/18874_1#17.cram
ERP109205	SAMEA3531199	ERS838348	ERR1375066	ERA610023	98bd634ca810457b9d338c9817c0f422;f4f54e435f62040aa6bb3e272ed666fb	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/006/ERR1375066/ERR1375066_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/006/ERR1375066/ERR1375066_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR1375066/18874_1#18.cram
ERP109205	SAMEA3531200	ERS838349	ERR1375067	ERA610023	4a2a2e61cafacb6e5a76bcf3ea1e24cc;176926bfdbd3a97061341bd79cb71bec	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/007/ERR1375067/ERR1375067_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/007/ERR1375067/ERR1375067_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR1375067/18874_1#19.cram
ERP109205	SAMEA3531201	ERS838350	ERR1375068	ERA610023	dbee6310795acbb806482dad4604f051;f64997bcb76fe2163b055015392356bf	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/008/ERR1375068/ERR1375068_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/008/ERR1375068/ERR1375068_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR1375068/18874_1#20.cram
ERP109205	SAMEA3531202	ERS838351	ERR1375069	ERA610023	fe6d949bed4b3187f731987f4769919b;3f64e3b5478e4f81afffe57822ee2705	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/009/ERR1375069/ERR1375069_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/009/ERR1375069/ERR1375069_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR1375069/18874_1#21.cram
ERP109205	SAMEA3531203	ERS838352	ERR1375070	ERA610023	34a16177510fcdc1b774f095c723ffe2;7e4cdeedb50900b7f66e116bca18db6c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/000/ERR1375070/ERR1375070_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/000/ERR1375070/ERR1375070_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR1375070/18874_1#22.cram
